Número do Termo;Nome da Organização;Nome do Projeto;Tipo de Termo;Portaria que Rege;CNPJ da OSC;Data de Início;Data de Encerramento;Vigência em Meses;Total do Projeto;Valor Repassado;Conta Específica Prevista;É transição?;Processo SEI de Celebração;Processo SEI de Prestação de Contas;Endereço do Projeto;SEI do Plano de Trabalho;SEI do Orçamento Anual;Tem contrapartida?
TCV/012/2013/SMDHC/FUMCAD;Instituto Patrícia Medrado;Tênis no Ceu Casablanca;Convênio - Passivo;;2,85902E+12;01/04/2013;31/03/2014;12;288642,35;288642,35;;;2,01103E+11;6,0742E+15;;;;
TCV/013/2013/SMDHC/FUMCAD;AMHD: Associação Maria Helen Drexel;Construindo Novas Fronteiras;Convênio - Passivo;;4,40062E+13;01/04/2013;31/03/2015;24;90000;90000;;;2,01103E+11;-;;;;
TCV/014/2013/SMDHC/FUMCAD;Casa do Pequeno Cidadão Nossa Senhora Aparecida;Reintegração Familiar ou Família substituta;Convênio - Passivo;;4,4363E+12;01/04/2013;26/05/2014;14;424009,1;424009,1;;;2,01203E+11;6,0742E+15;;;;
TCV/015/2013/SMDHC/FUMCAD;Associação Educacional e Assistencial Casa do Zézinho;Oficinas de Formação em Vídeo Casa do Zezinho;Convênio - Passivo;;7,4566E+13;01/04/2013;31/03/2014;12;318278,4;318278,4;;;2,01003E+11;6,0742E+15;;;;
TCV/016/2013/SMDHC/FUMCAD;Intituto Movere de Ações Comunitárias;Brincando na cozinha;Convênio - Passivo;;6,28468E+12;01/05/2013;02/05/2015;24;200929,7;200929,7;;;2,01103E+11;6,0742E+15;;;;
TCV/017/2013/SMDHC/FUMCAD;Associação Metodista Livre Agente;Ler e Aprender;Convênio - Passivo;;4,95519E+12;01/05/2013;30/04/2014;12;25150;25150;;;2,01103E+11;6,0742E+15;;;;
TCV/018/2013/SMDHC/FUMCAD;ASA: Associação Santo Agostinho;Educação para a Vida - O Valor dos Alimentos;Convênio - Passivo;;6,22725E+13;01/05/2013;30/04/2014;12;184438,41;184438,41;;;2,01003E+11;6,0742E+15;;;;
TCV/019/2013/SMDHC/FUMCAD;Associação Jovens do Futuro ;Expressão e Arte;Convênio - Passivo;;5,96056E+12;01/05/2013;30/04/2014;12;293260,2;293260,2;;;2,01103E+11;6,0742E+15;;;;
TCV/020/2013/SMDHC/FUMCAD;Centro de Apoio Comunitário de Perus;Além dos muros da Escola;Convênio - Passivo;;1,31494E+12;01/05/2013;30/04/2014;12;172462,35;172462,35;;;2,01103E+11;6,0742E+15;;;;
TCV/021/2013/SMDHC/FUMCAD;Associação Consciência e Cidadania;Mini Orquestra de Cobras Consciência e Cidadania;Convênio - Passivo;;5,26275E+12;01/05/2013;30/04/2014;12;292698,2;292698,2;;;2,01103E+11;6,0742E+15;;;;
TCV/022/2013/SMDHC/FUMCAD;Associação Congregação de Santa Catarina;Biblioteca Doce Leitura;Convênio - Passivo;;6,09222E+13;01/05/2013;30/04/2014;12;38493,04;38493,04;;;2,01103E+11;6,0742E+15;;;;
TCV/023/2013/SMDHC/FUMCAD;Associação Pela Família;Brincar e Educar;Convênio - Passivo;;6,13308E+13;01/05/2013;30/04/2014;12;88012,08;88012,08;;;2,01103E+11;6,0742E+15;;;;
TCV/024/2013/SMDHC/FUMCAD;Projeto Vida Nova São Paulo;Futebol e Cidadania;Convênio - Passivo;;8,81752E+12;01/06/2013;31/05/2014;12;416076,96;416076,96;;;2,01301E+11;6,0742E+15;;;;
TCV/025/2013/SMDHC/FUMCAD;Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional;O Esporte como instrumento no desenvolvimento integral de crianças e adolescentes;Convênio - Passivo;;6,28089E+13;01/06/2013;02/04/2015;22;194242,84;194242,84;;;2,013E+11;6,0742E+15;;;;
TCV/026/2013/SMDHC/FUMCAD;Instituto Fomentando Redes e Empreendedorismo Social;Arte & Ação ;Convênio - Passivo;;1,05898E+13;01/06/2013;31/05/2014;12;110250;110250;;;2,01103E+11;-;;;;
TCV/027/2013/SMDHC/FUMCAD;AMORA - Cidadania e Inclusão Social;Ecca Amora Espaço de Convivência para Criança e Adolescente;Convênio - Passivo;;4,64536E+12;01/06/2013;31/05/2014;12;348913,07;348913,07;;;2,013E+11;-;;;;
TCV/028/2013/SMDHC/FUMCAD;Associação Civil Anima;Tecnologias & Brincadeiras;Convênio - Passivo;;2,51757E+11;01/07/2013;30/06/2014;12;52626,19;52626,19;;;2,01103E+11;6,0742E+15;;;;
TCV/029/2013/SMDHC/FUMCAD;Instituto Educadores Sem Fronteiras;Ecosaberes – desenvolvimento sustentável dos conhecimentos;Convênio - Passivo;;9,00301E+12;01/07/2013;15/09/2015;27;699885,78;699885,78;;;6,0742E+15;6,0742E+15;;;;
TCV/030/2013/SMDHC/FUMCAD;Projeto Casulo;Juventude Ativa – Qualificação profissional em varejo;Convênio - Passivo;;1,13005E+13;01/07/2013;30/06/2015;24;215999,48;215999,48;;;2,01301E+11;-;;;;
TCV/031/2013/SMDHC/FUMCAD;ALPS: Associação de Luta e Promoção Social Jardim Robru e Adjacências;Aprendendo Brincando;Convênio - Passivo;;4,67601E+12;01/07/2013;30/06/2014;12;350000;350000;;;2,013E+11;6,0742E+15;;;;
TCV/032/2013/SMDHC/FUMCAD;Instituto Melhores Dias;Bate Bola;Convênio - Passivo;;6,96E+11;01/07/2013;30/11/2015;29;338540,03;338540,03;;;2,013E+11;6,0742E+15;;;;
TCV/033/2013/SMDHC/FUMCAD;Associação Fazendo História;Palavra de Bebê;Convênio - Passivo;;7,32504E+12;01/07/2013;30/06/2014;12;130500;130500;;;2,01301E+11;-;;;;
TCV/034/2013/SMDHC/FUMCAD;PAC: Projeto Amigos da Criança;A Casa do PAC - Adequação da Equipe Técnica;Convênio - Passivo;;8,62067E+12;01/07/2013;30/06/2014;12;81443,6;81443,6;;;2,01003E+11;6,0742E+15;;;;
TCV/035/2013/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Karatê e Taekwondo: Caminhos para inclusão;Convênio - Passivo;;8,74568E+12;01/07/2013;30/06/2014;12;428110;428110;;;2,01301E+11;-;;;;
TCV/036/2013/SMDHC/FUMCAD;Instituto Social Donizete;BELEZA AFRO;Convênio - Passivo;;3,93889E+12;01/07/2013;30/06/2014;12;229515,56;229515,56;;;2,01103E+11;-;;;;
TCV/037/2013/SMDHC/FUMCAD;Moradia Associação Civil;LAÇOS;Convênio - Passivo;;6,92727E+13;01/07/2013;30/09/2015;27;881900;881900;;;2,013E+11;6,0742E+15;;;;
TCV/038/2013/SMDHC/FUMCAD;FIC: Fraternidade Irmã Clara;Distúrbios alimentares na Paralisia Cerebral: solucionando possíveis riscos para promoção de saúde;Convênio - Passivo;;5,08625E+13;01/07/2013;30/06/2014;12;156248,08;156248,08;;;2,01101E+11;-;;;;
TCV/039/2013/SMDHC/FUMCAD;Moradia Associação Civil;TAIGUARA DIGITAL;Convênio - Passivo;;6,92727E+13;01/07/2013;30/06/2015;24;324040;324040;;;2,01301E+11;6,0742E+15;;;;
TCV/040/2013/SMDHC/FUMCAD;Moradia Associação Civil;TAIGUARA É CULTURA;Convênio - Passivo;;6,92727E+13;01/07/2013;30/06/2015;24;480279,2;480279,2;;;2,01301E+11;6,0742E+15;;;;
TCV/041/2013/SMDHC/FUMCAD;Instituto Patrícia Medrado;Tênis nas Escolas – uma proposta educacional;Convênio - Passivo;;2,85902E+12;01/07/2013;30/06/2014;12;270000;270000;;;2,013E+11;6,0742E+15;;;;
TCV/042/2013/SMDHC/FUMCAD;Associação Beneficente Santa Fé;De Volta para Casa - Combatendo a Violência Doméstica;Convênio - Passivo;;7,17296E+13;01/08/2013;31/07/2015;24;500899,32;500899,32;;;2,01003E+11;6,0742E+15;;;;
TCV/043/2013/SMDHC/FUMCAD;TUCCA - Associação para Crianças e Adolescentes com Câncer;Inclusão Social e a importância da qualidade de vida em crianças e adolescentes tratadas de câncer;Convênio - Passivo;;3,09266E+12;01/08/2013;31/07/2015;24;738037,01;738037,01;;;2,01301E+11;6,0742E+15;;;;
TCV/044/2013/SMDHC/FUMCAD;Ação Comunitária do Brasil – São Paulo / Vocação;Academia de Jovens Lideres;Convênio - Passivo;;6,17502E+13;01/08/2013;31/07/2014;12;1278917,23;1278917,23;;;2,01301E+11;6,0742E+15;;;;
TCV/045/2013/SMDHC/FUMCAD;Fundação Gol de Letra;Projeto de Vida: Identidade, Escolhas e Conexões;Convênio - Passivo;;2,82061E+12;01/08/2013;31/07/2014;12;690050,84;690050,84;;;2,01301E+11;6,0742E+15;;;;
TCV/046/2013/SMDHC/FUMCAD;Ação Comunitária do Brasil – São Paulo / Vocação;Familia Partipação Cidadã;Convênio - Passivo;;6,17502E+13;01/08/2013;31/07/2014;12;1352875,27;1352875,27;;;2,01301E+11;6,0742E+15;;;;
TCV/047/2013/SMDHC/FUMCAD;Obra Filantrópica e Missionária Novo Lar Betânia;Espaço Aberto para o Esporte;Convênio - Passivo;;6,55089E+13;01/08/2013;31/07/2015;24;533791,12;533791,12;;;2,01103E+11;6,0742E+15;;;;
TCV/048/2013/SMDHC/FUMCAD;Associação Israelita de Beneficiência Beit Chabad do Brasil;Criança Feliz;Convênio - Passivo;;6,06221E+13;01/08/2013;01/01/2014;5;228428,63;228428,63;;;2,01003E+11;6,0742E+15;;;;
TCV/049/2013/SMDHC/FUMCAD;Associação Beneficente Comunitária Aurora;Centro de Proteção Social Meninas e Meninos do ABC Aurora;Convênio - Passivo;;1,42961E+12;01/08/2013;31/07/2014;12;500000;500000;;;2,01204E+11;6,0742E+15;;;;
TCV/050/2013/SMDHC/FUMCAD;Associação Amigos de Bairro de Vila Franca e Adjacências;Mão Amiga;Convênio - Passivo;;9,32876E+12;01/08/2013;31/07/2014;12;249000;249000;;;2,013E+11;-;;;;
TCV/051/2013/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Pintou a Síndrome do Respeito Inclusão pela Arte;Convênio - Passivo;;8,74568E+12;01/08/2013;31/07/2014;12;273915;273915;;;2,01301E+11;-;;;;
TCV/052/2013/SMDHC/FUMCAD;UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região;Parceiros da Criança e do Adolescente;Convênio - Passivo;;3,88837E+13;01/09/2013;30/09/2015;25;999713,24;999713,24;;;2,013E+11;6,0742E+15;;;;
TCV/053/2013/SMDHC/FUMCAD;ONG Pleno Viver;Aventureiros Mirins e seus Riscos;Convênio - Passivo;;7,56154E+12;01/09/2013;30/08/2014;12;214060;214060;;;2,01301E+11;6,0742E+15;;;;
TCV/054/2013/SMDHC/FUMCAD;Associação Cultural Recreativa Esportiva Bloco do Beco;Agente é Jovem;Convênio - Passivo;;6,04242E+12;01/09/2013;30/08/2014;12;89868,4;89868,4;;;2,01103E+11;6,0742E+15;;;;
TCV/055/2013/SMDHC/FUMCAD;Instituto Vida São Paulo;Acolhe;Convênio - Passivo;;3,81648E+12;01/09/2013;16/09/2015;25;998692;998692;;;2,013E+11;6,0742E+15;;;;
TCV/056/2013/SMDHC/FUMCAD;Instituto Via de Acesso - Ruy Leal / Instituto Nacional de Capacitação e Educação para o Trabalho;Acessando o Mercado de Trabalho;Convênio - Passivo;;5,69937E+12;01/10/2013;30/09/2014;12;127266;127266;;;2,01103E+11;6,0742E+15;;;;
TCV/057/2013/SMDHC/FUMCAD;CREN: Centro de Recuperação e Educação Nutricional / Salus Associação para a Saúde - Núcleo Salus Paulista;Atendimento Nutricional na Comunidade;Convênio - Passivo;;7,1733E+13;01/10/2013;30/09/2014;12;307586,79;307586,79;;;2,01003E+11;6,0742E+15;;;;
TCV/058/2013/SMDHC/FUMCAD;Fundação Julita;Projeto de Educação Ambiental - Jardins Interativos;Convênio - Passivo;;6,28058E+13;01/10/2013;24/03/2015;18;279000;279000;;;2,01103E+11;-;;;;
TCV/059/2013/SMDHC/FUMCAD;Instituto Pró-Queimados;Reabilitação e Reinserção Social;Convênio - Passivo;;2,08459E+12;02/10/2013;01/10/2014;12;45000;45000;;;2,01003E+12;-;;;;
TCV/060/2013/SMDHC/FUMCAD;ADID: Associação para Desenvolvimento Integral do Down;Capacitação Profissional para Pessoas com Deficiência Intelectual;Convênio - Passivo;;6,20201E+13;24/10/2013;23/10/2014;12;161402,07;161402,07;;;2,01103E+11;6,0742E+15;;;;
TCV/061/2013/SMDHC/FUMCAD;Associação Maria Flos Carmeli;Virando o Jogo;Convênio - Passivo;;6,27204E+12;01/10/2013;30/10/2014;13;76499,83;76499,83;;;2,01103E+11;6,0742E+15;;;;
TCV/062/2013/SMDHC/FUMCAD;Instituto Via de Acesso - Ruy Leal / Instituto Nacional de Capacitação e Educação para o Trabalho;Treinamento para Gestores de Aprendiz ;Convênio - Passivo;;5,69937E+12;24/09/2013;23/03/2014;6;77265,76;77265,76;;;2,01103E+11;6,0742E+15;;;;
TCV/063/2013/SMDHC/FUMCAD;Instituto Leo Madeiras;Vendedor para o varejo;Convênio - Passivo;;8,74888E+12;24/09/2013;23/09/2014;12;123882;123882;;;2,01103E+11;6,0742E+15;;;;
TCV/064/2013/SMDHC/FUMCAD;Associação Obra do Berço;Vida Saudável II;Convênio - Passivo;;6,244E+13;01/10/2013;30/09/2014;12;51778,72;51778,72;;;2,01103E+11;6,0742E+15;;;;
TCV/065/2013/SMDHC/FUMCAD;Associação Programa Educar;Auxiliar Mecânico de Empilhadeira e Autos;Convênio - Passivo;;1,40953E+12;01/10/2013;30/09/2014;12;191850,4;191850,4;;;2,01103E+11;6,0742E+15;;;;
TCV/066/2013/SMDHC/FUMCAD;Associação Poder do Desejo;Vamos dar vida aos dias de nossas crianças e adolescentes;Convênio - Passivo;;1,0453E+13;01/10/2013;30/09/2014;12;269842,66;269842,66;;;2,01003E+11;6,0742E+15;;;;
TCV/067/2013/SMDHC/FUMCAD;Associação AlfaSol;Educação Profissional Juvenil em Logística;Convênio - Passivo;;2,87177E+12;01/10/2013;30/09/2014;12;927000;927000;;;2,01103E+11;6,0742E+15;;;;
TCV/068/2013/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Esporte Cidadão;Convênio - Passivo;;6,09787E+13;01/10/2013;30/09/2014;12;280166,52;280166,52;;;2,01103E+11;6,0742E+15;;;;
TCV/069/2013/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Toque Cultural;Convênio - Passivo;;6,09787E+13;01/10/2013;30/09/2014;12;273926,2;273926,2;;;2,01103E+11;6,0742E+15;;;;
TCV/070/2013/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Trabalho – Ampliando Horizontes;Convênio - Passivo;;6,09787E+13;01/10/2013;30/09/2014;12;253337,28;253337,28;;;2,01103E+11;6,0742E+15;;;;
TCV/071/2013/SMDHC/FUMCAD;ImageMagica;CPF-Curso Profissionalizante de Fotografia;Convênio - Passivo;;4,15975E+12;01/10/2013;30/04/2014;7;221600;221600;;;2,01103E+11;6,0742E+15;;;;
TCV/072/2013/SMDHC/FUMCAD;Associação de Apoio a Infância e Adolescência / Nossa Turma;Renovando a Nossa Turma;Convênio - Passivo;;4,59093E+12;01/10/2013;31/03/2014;6;153594;153594;;;2,01103E+11;6,0742E+15;;;;
TCV/073/2013/SMDHC/FUMCAD;CENLEP: Centro de Assistência e Promoção Social Nosso Lar;Cenlep Clube do Aprendiz;Convênio - Passivo;;6,71399E+13;01/10/2013;30/09/2014;12;80657,71;80657,71;;;2,01103E+11;6,0742E+15;;;;
TCV/074/2013/SMDHC/FUMCAD;Programa Social Gotas de Flor com Amor;Oficina Reciclando para a Vida;Convênio - Passivo;;7,17407E+13;01/10/2013;30/09/2015;24;478179,24;478179,24;;;2,01103E+11;6,0742E+15;;;;
TCV/075/2013/SMDHC/FUMCAD;São Paulo Woman's Club;Formação Profissional de Jovens na área de Estética e Beleza;Convênio - Passivo;;6,192E+13;01/10/2013;30/09/2014;12;63225;63225;;;2,01103E+11;6,0742E+15;;;;
TCV/076/2013/SMDHC/FUMCAD;NUA: Instituto Nova União da Arte;Cabruêra – Empreendedorismo em Negócios Sociais Comunitários;Convênio - Passivo;;7,67692E+12;01/10/2013;30/09/2014;12;102650;102650;;;2,012E+11;-;;;;
TCV/077/2013/SMDHC/FUMCAD;Conjunto Assistencial Nossa Senhora da Conceição Aparecida;Mil e Uma Histórias;Convênio - Passivo;;6,24811E+13;01/10/2013;31/08/2014;11;31909,5;31909,5;;;2,01103E+11;6,0742E+15;;;;
TCV/078/2013/SMDHC/FUMCAD;ADID: Associação para Desenvolvimento Integral do Down;Apoio Educacional para Pessoas com Deficiência Intelectual;Convênio - Passivo;;6,20201E+13;01/11/2013;30/10/2014;12;259592,48;259592,48;;;2,01301E+11;-;;;;
TCV/079/2013/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Implantação de Serviço de Radioterapia Pediátrica de Alta Tecnologia no Hospital do GRAACC;Convênio - Passivo;;6,71857E+13;01/12/2013;30/11/2014;12;2642892,55;2642892,55;;;2,01301E+11;6,0742E+15;;;;
TCV/080/2013/SMDHC/FUMCAD;Intituto Movere de Ações Comunitárias;Atividades Circenses – Hora do Lazer;Convênio - Passivo;;6,28468E+12;01/11/2013;30/10/2015;24;252000;252000;;;2,01301E+11;6,0742E+15;;;;
TCV/081/2013/SMDHC/FUMCAD;Instituto Rugby para Todos;Ação Social Rugby para Todos;Convênio - Passivo;;1,09794E+13;01/11/2013;30/10/2014;12;163700;163700;;;2,01301E+11;6,0742E+15;;;;
TCV/082/2013/SMDHC/FUMCAD;Instituto Reciclar / Instituto de Reciclagem do Adolescente;Complementação Cultural-Educacional;Convênio - Passivo;;7,50121E+11;01/11/2013;30/10/2014;12;260167;260167;;;2,01301E+11;-;;;;
TCV/083/2013/SMDHC/FUMCAD;Instituto Patrícia Medrado;Tenista Cidadão;Convênio - Passivo;;2,85902E+12;01/11/2013;30/10/2014;12;326587,91;326587,91;;;2,013E+11;-;;;;
TCV/084/2013/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;O Mundo na ponta dos dedos;Convênio - Passivo;;6,05071E+13;01/11/2013;30/07/2014;9;329574,54;329574,54;;;2,01301E+11;6,0742E+15;;;;
TCV/085/2013/SMDHC/FUMCAD;Associação Comunitária Monte Azul;Rindo à Toa – Projeto de Prevenção e Saúde Bucal;Convênio - Passivo;;5,12322E+13;01/11/2013;06/03/2015;16;229990,2;229990,2;;;2,013E+11;-;;;;
TCV/086/2013/SMDHC/FUMCAD;ONGF: Organização Não Governamental Futurong - Ação Social Cultural;Futsal Futurong;Convênio - Passivo;;5,43954E+12;01/11/2013;30/10/2014;12;347967,96;347967,96;;;2,013E+11;6,0742E+15;;;;
TCV/091/2013/SMDHC/FUMCAD;Instituto Vida São Paulo;De Volta para o Futuro II;Convênio - Passivo;;3,81648E+12;20/12/2013;19/12/2014;12;312690;312690;;;2,013E+11;-;;;;
TCV/092/2013/SMDHC/FUMCAD;Arrastão Movimento de Promoção Humana;Maré Alta Nas Ondas da Comunicação;Convênio - Passivo;;4,30822E+13;20/12/2013;19/12/2014;12;200432,28;200432,28;;;2,01301E+11;6,0742E+15;;;;
TCV/093/2013/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;Diagnóstico um direito de todos;Convênio - Passivo;;6,05022E+13;20/12/2013;19/12/2014;12;1497879;1497879;;;2,01301E+11;6,0742E+15;;;;
TCV/094/2013/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;Rompendo Barreiras: Mobilização e Defesa de Direitos da Criança e do Adolescente;Convênio - Passivo;;6,05022E+13;20/12/2013;19/12/2014;12;570447,06;570447,06;;;2,01301E+11;6,0742E+15;;;;
TCV/095/2013/SMDHC/FUMCAD;Associação de Jovens Makanudos de Javeh;Enfrentamento ao abuso e exploração sexual de crianças e adolescentes;Convênio - Passivo;;6,2847E+12;20/12/2013;19/12/2014;12;500000;500000;;;2,01204E+11;6,0742E+15;;;;
TCV/096/2013/SMDHC/FUMCAD;ADERE: Associação para Desenvolvimento Educacional e Recuperação do Excepcional;Teatrando para Incluir e Conscientizar;Convênio - Passivo;;4,34878E+13;20/12/2013;29/02/2016;27;375349,36;375349,36;;;2,01301E+11;-;;;;
TCV/097/2013/SMDHC/FUMCAD;ADEFAV: Associação para Deficientes da Audio Visão;Inclusão Familiar e Educacional de Crianças e Adolescentes com Deficiências;Convênio - Passivo;;5,3498E+13;20/12/2013;19/12/2014;12;522000;522000;;;2,01301E+11;-;;;;
TCV/098/2013/SMDHC/FUMCAD;Associação AlfaSol;Inclusão Social de Deficientes Visuais por meio da Prática Esportiva;Convênio - Passivo;;2,87177E+12;20/12/2013;19/12/2014;12;600112,88;600112,88;;;2,01301E+11;-;;;;
TCV/099/2013/SMDHC/FUMCAD;Associação Bianca Alves;Reabilitar;Convênio - Passivo;;9,2658E+12;20/12/2013;19/12/2014;12;288191,92;288191,92;;;2,01203E+11;6,0742E+15;;;;
TCV/100/2013/SMDHC/FUMCAD;CIAM: Centro Israelita de Apoio Multidisciplinar;Follow up Multiprofissional de Bebes Prematuros Extremos;Convênio - Passivo;;6,16833E+13;20/12/2013;19/12/2014;12;85136,4;85136,4;;;2,013E+11;-;;;;
TCV/101/2013/SMDHC/FUMCAD;Projeto Vida Nova São Paulo;Esporte é Vida;Convênio - Passivo;;8,81752E+12;20/12/2013;19/12/2014;12;158919,2;158919,2;;;2,013E+11;-;;;;
TCV/102/2013/SMDHC/FUMCAD;AAPQ: Associação de Apoio ao Projeto Quixote;Quixote Cultural: Usina de Arte e Educação;Convênio - Passivo;;4,25069E+12;20/12/2013;19/12/2014;12;798788,33;798788,33;;;2,01301E+11;6,0742E+15;;;;
TCV/103/2013/SMDHC/FUMCAD;Instituto Anchieta Grajaú / Grupo Itápolis - Ação e Reintegração Social;Verde & Vida;Convênio - Passivo;;1,42507E+11;20/12/2013;19/12/2014;12;61257,64;61257,64;;;2,01203E+11;6,0742E+15;;;;
TCV/104/2013/SMDHC/FUMCAD;Centro Educacional e Profissional Vinicius / Lar Vinicius;Abraçando Vidas;Convênio - Passivo;;81908000177;20/12/2013;29/02/2016;27;627872;627872;;;2,01301E+11;6,0742E+15;;;;
TCV/105/2013/SMDHC/FUMCAD;Associação Vida Jovem;De Olho no Futuro;Convênio - Passivo;;5,70624E+13;20/12/2013;19/05/2014;5;247810,3;247810,3;;;2,01301E+11;6,0742E+15;;;;
TCV/001/2014/SMDHC/FUMCAD;ADERE: Associação para Desenvolvimento Educacional e Recuperação do Excepcional;Afinando o Tom – Educação Musical Inclusiva;Convênio - Passivo;;4,34878E+13;01/04/2014;31/03/2015;12;189831,42;189831,42;;;2,01301E+11;6,0742E+15;;;;
TCV/002/2014/SMDHC/FUMCAD;Associação Morungaba;Estimulação-Letraviva;Convênio - Passivo;;3,92792E+12;01/04/2014;31/03/2015;12;128460;128460;;;2,013E+11;6,0742E+15;;;;
TCV/003/2014/SMDHC/FUMCAD;Arrastão Movimento de Promoção Humana;Ciranda por um Futuro Melhor - Pela prevenção da violência às crianças e Adolescentes;Convênio - Passivo;;4,30822E+13;01/04/2014;31/03/2015;12;140150,6;140150,6;;;2,013E+11;6,0742E+15;;;;
TCV/004/2014/SMDHC/FUMCAD;Centro Educacional e Profissional Vinicius / Lar Vinicius;Aperfeiçoando Vidas;Convênio - Passivo;;81908000177;01/04/2014;31/03/2015;12;24823;24823;;;2,013E+11;6,0742E+15;;;;
TCV/005/2014/SMDHC/FUMCAD;ACAAV: Associação Casa de Apoio Amigos da Vida;Dançando com Arte para Criar Novos Horizontes;Convênio - Passivo;;1,37825E+12;01/04/2014;31/03/2015;12;145068;145068;;;2,01301E+11;6,0742E+15;;;;
TCV/006/2014/SMDHC/FUMCAD;AEB: Associação Evangélica Beneficente;Capão Olímpico;Convênio - Passivo;;6,17059E+13;01/04/2014;31/03/2015;12;300000;300000;;;2,01301E+11;6,0742E+15;;;;
TCV/007/2014/SMDHC/FUMCAD;Lar das Crianças Casa do Caminho;Do Acolhimento à Inclusão;Convênio - Passivo;;6,13872E+13;01/05/2014;30/04/2015;12;335122;335122;;;2,01301E+11;6,0742E+15;;;;
TCV/008/2014/SMDHC/FUMCAD;Associação Cultural e Desportiva Bandeirantes;Viver Consciente;Convênio - Passivo;;6,7009E+13;01/04/2014;31/03/2015;12;125600;125600;;;2,01301E+11;6,0742E+15;;;;
TCV/009/2014/SMDHC/FUMCAD;Centro de Estudos Psicopedagógicos Pró-Saber;Educação complementar: Ampliando Saberes;Convênio - Passivo;;6,8587E+13;01/04/2014;31/03/2015;12;802345;802345;;;2,01301E+11;6,0742E+15;;;;
TCV/010/2014/SMDHC/FUMCAD;Associação Cultural Recreativa Esportiva Bloco do Beco;Bloquinho de Brincar;Convênio - Passivo;;6,04242E+12;02/05/2014;01/05/2015;12;185660;185660;;;2,013E+11;6,0742E+15;;;;
TCV/011/2014/SMDHC/FUMCAD;ACM: Associação Cristã de Moços;Formando crianças e adolescentes para o futuro;Convênio - Passivo;;6,09826E+13;02/05/2014;01/05/2015;12;183809,64;183809,64;;;2,013E+11;6,0742E+15;;;;
TCV/012/2014/SMDHC/FUMCAD;Instituto Ser Mais;Conexão Direta com o Futuro;Convênio - Passivo;;8,69887E+12;02/05/2014;01/05/2015;12;940658,62;940658,62;;;2,01301E+11;6,0742E+15;;;;
TCV/013/2014/SMDHC/FUMCAD;Instituto Melhores Dias;Crianças Saudáveis, Futuro Saudável;Convênio - Passivo;;6,96E+11;02/05/2014;01/05/2015;12;86400;86400;;;2,01301E+11;-;;;;
TCV/014/2014/SMDHC/FUMCAD;Centro Social Nossa Senhora da Penha Cenha;Reabilitando com Hidroterapia;Convênio - Passivo;;4,30281E+13;10/10/2014;30/09/2015;12;59614;59614;;;2,013E+11;6,0742E+15;;;;
TCV/015/2014/SMDHC/FUMCAD;Núcleo Espiral - Pesquisa, Assistência e Prevenção da Violência Contra Crianças e Adolescentes;Apoiando – Capacitação de Cuidadores;Convênio - Passivo;;1,02985E+13;01/06/2014;31/05/2015;12;49035;49035;;;6,0742E+15;6,0742E+15;;;;
TCV/016/2014/SMDHC/FUMCAD;Aldeias Infantis SOS Brasil;Enfoque Integral como estratégia para Prevenção do Abandono Infantil;Convênio - Passivo;;3,57974E+13;01/07/2014;30/06/2015;12;263169,96;263169,96;;;2,013E+11;6,0742E+15;;;;
TCV/017/2014/SMDHC/FUMCAD;Congregação Santa Cruz;Desenvolvimento e Inclusão da Criança e do Adolescente;Convênio - Passivo;;6,09932E+13;01/06/2014;31/05/2015;12;377881,2;377881,2;;;2,01301E+11;-;;;;
TCV/018/2014/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;Programa Educação e Trabalho – Educação e Trabalho;Convênio - Passivo;;6,05022E+13;01/06/2014;31/05/2015;12;780417,58;780417,58;;;2,01301E+11;6,0742E+15;;;;
TCV/020/2014/SMDHC/FUMCAD;Liga das Senhoras Católicas de São Paulo / Liga Solidária;Refazendo Vínculos;Convênio - Passivo;;6,0597E+13;01/08/2014;31/07/2015;12;223299,25;223299,25;;;2,01301E+11;6,0742E+15;;;;
TCV/021/2014/SMDHC/FUMCAD;Liga das Senhoras Católicas de São Paulo / Liga Solidária;Nutrir e Acolher;Convênio - Passivo;;6,0597E+13;01/08/2014;31/07/2015;12;95589,1;95589,1;;;2,01301E+11;6,0742E+15;;;;
