Número do Termo;Nome da Organização;Nome do Projeto;Tipo de Termo;Portaria que Rege;CNPJ da OSC;Data de Início;Data de Encerramento;Vigência em Meses;Total do Projeto;Valor Repassado;Conta Específica Prevista;É transição?;Processo SEI de Celebração;Processo SEI de Prestação de Contas;Endereço do Projeto;SEI do Plano de Trabalho;SEI do Orçamento Anual;Tem contrapartida?
TFM/080/2018/SMDHC/FUMCAD;Associação Pró-Hope Apoio à Criança com Câncer / Casa Hope;A Esperança para o Futuro Melhor: Escolarização para Criança e Adolescentes Gravemente Enfermos;Fomento;;2,07248E+12;01/10/2018;29/09/2020;24;282765,04;282765,04;;;6,0742E+15;6,0742E+15;;;;
TFM/081/2018/SMDHC/FUMCAD;Associação Organização Social Esporte Brasil;Tenista Cidadão;Fomento;;1,14093E+13;01/11/2018;30/10/2020;24;975060,38;975060,38;;;6,0742E+15;6,0742E+15;;;;
TFM/082/2018/SMDHC/FUMCAD;AFESU: Associação Feminina de Estudos Sociais e Universitário;Primeiro Emprego: Capacitação Profissional em Prática Administrativas ;Fomento;;6,04286E+13;01/11/2018;02/12/2019;13;86120;86120;;;6,0742E+15;6,0742E+15;;;;
TFM/083/2018/SMDHC/FUMCAD;AFESU: Associação Feminina de Estudos Sociais e Universitário;Capacitação Profissional em Gastronomia e Eventos;Fomento;;6,04286E+13;01/11/2018;02/12/2019;13;95020;95020;;;6,0742E+15;6,0742E+15;;;;
TFM/084/2018/SMDHC/FUMCAD;CCJA: Centro Comunitário Jardim Autódromo;Adolescentes do Extremo Sul;Fomento;;5,71847E+13;01/11/2018;30/10/2020;24;743120;743120;;;6,0742E+15;6,0742E+15;;;;
TFM/085/2018/SMDHC/FUMCAD;Associação Cultural Recreativa Esportiva Bloco do Beco;Beco da Memória;Fomento;;6,04242E+12;01/11/2018;30/10/2020;24;1054400;1054400;;;6,0742E+15;6,0742E+15;;;;
TFM/086/2018/SMDHC/FUMCAD;Instituto Blandina Meirelles - Centro Comunitário e Creche Sinhazinha Meirelles;Desenvolvolvendo Talentos;Fomento;;6,23918E+13;01/11/2018;31/10/2019;12;80639,91;80639,91;;;6,0742E+15;6,0742E+15;;;;
TFM/087/2018/SMDHC/FUMCAD;ImageMagica;Olhar São Paulo;Fomento;;4,15975E+12;01/11/2018;02/05/2019;6;389243,91;389243,91;;;6,0742E+15;6,0742E+15;;;;
TFM/088/2018/SMDHC/FUMCAD;Fundação Oftalmológica Dr. Rubem Cunha;Novo Olhar;Fomento;;7,07819E+12;01/12/2018;30/11/2020;24;578070;578070;;;6,0742E+15;6,0742E+15;;;;
TFM/036/2018/SMDHC/FUMCAD;Aldeias Infantis SOS Brasil;L.A.T.A. com foco em desenvolvimento de competências sociais;Fomento;;3,57974E+13;01/02/2019;31/01/2020;12;244482;236482;;;6,0742E+15;6,0742E+15;;;;
TFM/089/2018/SMDHC/FUMCAD;Moradia Associação Civil;Formações para o mercado digital;Fomento;;6,92727E+13;01/02/2019;31/01/2020;12;394425;190133,12;;;6,0742E+15;6,0742E+15;;;;
TFM/090/2018/SMDHC/FUMCAD;Associação Obra do Berço;Oportunidades;Fomento;;6,244E+13;01/02/2019;31/01/2020;12;161805,38;161805,38;;;6,0742E+15;6,0742E+15;;;;
TFM/091/2018/SMDHC/FUMCAD;Assistência Social Lar Ditoso;Esportes;Fomento;;5,99475E+13;01/02/2019;01/03/2022;37;1033560;1036740;;;6,0742E+15;6,0742E+15;;;;
TCV/001/2019/SMDHC/FUMCAD;SEFRAS - Ação Social Franciscana;Fazendo Arte e Construindo Cidadania;Convênio - Passivo;;1,18611E+13;01/03/2019;28/02/2022;37;72603,98;72603,98;;;6,0742E+15;6,0742E+15;;;;
TFM/002/2019/SMDHC/FUMCAD;Aliança de Misericórdia;Artescola;Fomento;;4,18647E+12;01/04/2019;30/03/2020;12;319690,73;319690,73;;;6,0742E+15;6,0742E+15;;;;
TFM/003/2019/SMDHC/FUMCAD;Fundação Projeto Travessia;Lume Centro: Educação Sócio Protetiva na Rua ;Fomento;;1,04476E+12;01/04/2019;30/03/2021;24;564330,28;564330,28;;;6,0742E+15;6,0742E+15;;;;
TFM/004/2019/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;Projeto Acervo Literário para Jovens;Fomento;;6,05071E+13;01/04/2019;30/03/2021;24;472648,8;472648,8;;;6,0742E+15;6,0742E+15;;;;
TFM/005/2019/SMDHC/FUMCAD;OSUC: Obras Sociais Universitárias e Culturais;Juventude Empreendedora - Formação e Qualificação Profissional de Jovens em Curso Técnico-Profissionalizante em Administração;Fomento;;6,04284E+13;01/05/2019;29/04/2020;12;151544,05;151544,05;;;6,0742E+15;6,0742E+15;;;;
TFM/006/2019/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Karatê e Taekwondo - Caminhos para a Inclusão V;Fomento;;8,74568E+12;01/05/2019;29/04/2020;12;545079;545079;;;6,0742E+15;6,0742E+15;;;;
TFM/007/2019/SMDHC/FUMCAD;Fundação Julita;Ipezinho - Educação Complementar;Fomento;;6,28058E+13;01/05/2019;29/04/2021;24;323509,79;323509,79;;;6,0742E+15;6,0742E+15;;;;
TFM/008/2019/SMDHC/FUMCAD;Associação Comunitária Pequeno Príncipe;Educar em Meio a Biodiversidade;Fomento;;2,90276E+12;01/05/2019;29/04/2021;24;205057,64;205057,64;;;6,0742E+15;6,0742E+15;;;;
TFM/009/2019/SMDHC/FUMCAD;Aldeia do Futuro;Semeando Cidadania - Protagonismo, Autonomia e Cooperação;Fomento;;7,41371E+13;01/05/2019;29/04/2021;24;831844,6;831844,6;;;6,0742E+15;6,0742E+15;;;;
TFM/010/2019/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;Defensores dos Direitos das Crianças e dos Adolescentes com Deficiência Intelectual;Fomento;;6,05022E+13;01/05/2019;29/04/2021;24;1301952,35;1301952,35;;;6,0742E+15;6,0742E+15;;;;
TFM/011/2019/SMDHC/FUMCAD;Associação Comunitária Monte Azul;Violência? Não Muito Obrigado! - Trabalho Integrado para Crianças e Adolescentes;Fomento;;5,12322E+13;01/05/2019;29/04/2021;24;3050455,2;3050455,2;;;6,0742E+15;6,0742E+15;;;;
TFM/012/2019/SMDHC/FUMCAD;AMHD: Associação Maria Helen Drexel;Encontros;Fomento;;4,40062E+13;01/05/2019;29/04/2021;24;219480;219480;;;6,0742E+15;6,0742E+15;;;;
TFM/013/2019/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Acompanhamento Nutricional em Crianças e Adolescentes com Câncer;Fomento;;6,71857E+13;01/05/2019;29/04/2021;24;3564655,88;3564655,88;;;6,0742E+15;6,0742E+15;;;;
TFM/014/2019/SMDHC/FUMCAD;Criança Segura - Safe Kids Brasil;Formação Criança Segura para Prevenção de Acidentes;Fomento;;4,94144E+12;01/06/2019;30/05/2020;12;121320;121320;;;6,0742E+15;6,0742E+15;;;;
TFM/016/2019/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Atendimento Psicológico de Crianças e Adolescentes com Câncer no Hospital do GRAACC;Fomento;;6,71857E+13;01/06/2019;30/05/2021;24;471405,43;471405,43;;;6,0742E+15;6,0742E+15;;;;
TFM/017/2019/SMDHC/FUMCAD;Associação Beneficente Luz da Sabedoria;Projeto Brincar, Prosear e Filosofar o ECA ;Fomento;;5,86323E+13;01/06/2019;30/09/2026;89;554841,98;554841,98;;;6,0742E+15;6,0742E+15;;;;
TFM/018/2019/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Esporte Arte;Fomento;;6,09787E+13;01/06/2019;30/05/2020;12;272945,68;272945,68;;;6,0742E+15;6,0742E+15;;;;
TFM/019/2019/SMDHC/FUMCAD;ABECCA: Associação Beneficente e Comunitária das Crianças e Adolescentes da Zona Sul;Asas Musicais - ABECCA;Fomento;;1,3163E+13;01/06/2019;30/05/2020;12;292580;292580;;;6,0742E+15;6,0742E+15;;;;
TFM/021/2019/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;Implantação do Serviço de Estimulação e Habilitação na Primeira Infância - Região Guaianases;Fomento;;6,05022E+13;01/06/2019;30/05/2021;24;2181177,03;2181177,03;;;6,0742E+15;6,0742E+15;;;;
TFM/022/2019/SMDHC/FUMCAD;Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional;Gol de Cidadania - O Futebol como Ferramenta no Trabalho com Jovens em Cumprimento de Medidas Socioeducativas ;Fomento;;6,28089E+13;01/07/2019;29/06/2020;12;164170,44;164170,44;;;6,0742E+15;6,0742E+15;;;;
TFM/023/2019/SMDHC/FUMCAD;Doutores da Alegria - Arte na Promoção da Saúde, na Formação e no Desenvolvimento Social;Doutores da Alegria - O Direito de Brincar;Fomento;;4,91904E+11;01/06/2019;01/06/2022;37;897384;897384;;;6,0742E+15;6,0742E+15;;;;
TFM/024/2019/SMDHC/FUMCAD;Instituto Vida São Paulo;Acolher;Fomento;;3,81648E+12;01/07/2019;29/06/2021;24;853579,88;853579,88;;;6,0742E+15;6,0742E+15;;;;
TFM/025/2019/SMDHC/FUMCAD;Associação Cidade Escola Aprendiz;Educação Integral para uma Cidade Educadora: Formação de Agentes Socioeducativos para Apoiar o Desenvolvimento Integral de Crianças e Adolescentes da Cidade de São Paulo;Fomento;;3,07438E+12;01/08/2019;30/09/2020;14;440657,39;440657,39;;;6,0742E+15;6,0742E+15;;;;
TFM/026/2019/SMDHC/FUMCAD;Associação Beneficente Cultural Religiosa Centro Judaíco no Brooklin;Mundo Verde;Fomento;;04180343000136 ;01/08/2019;30/07/2020;12;316678;316678;;;6,0742E+15;6,0742E+15;;;;
TFM/027/2019/SMDHC/FUMCAD;SOMAR - Associação Solidariedade em Marcha;SomArte;Fomento;;8,00871E+12;01/08/2019;12/01/2023;42;528713,7;524989,19;;;6,0742E+15;6,0742E+15;;;;
TFM/028/2019/SMDHC/FUMCAD;Instituto Sorrir para Vida;Sorriso Encantado;Fomento;;9,66539E+12;01/08/2019;07/12/2020;16;464000;464000;;;6,0742E+15;6,0742E+15;;;;
TFM/029/2019/SMDHC/FUMCAD;Instituto Patrícia Medrado;Tenis Social;Fomento;;2,85902E+12;01/08/2019;30/07/2020;12;469611,58;469611,58;;;6,0742E+15;6,0742E+15;;;;
TFM/032/2019/SMDHC/FUMCAD;AMAP: Associação Mãe Peregrina;Descobrindo a Arte: Teatro e Artesanato;Fomento;;4,65834E+12;01/08/2019;30/07/2020;12;34800;34800;;;6,0742E+15;6,0742E+15;;;;
TFM/033/2019/SMDHC/FUMCAD;ACAAD: Associação da Cidade Azul e Adjacências;Corpo em Movimento;Fomento;;1,10428E+13;01/09/2019;30/08/2021;24;631200;631200;;;6,0742E+15;6,0742E+15;;;;
TFM/034/2019/SMDHC/FUMCAD;Associação Maria Flos Carmeli;Cultura, Esporte e Lazer - Um Caminho de Inclusão;Fomento;;6,27204E+12;01/09/2019;30/09/2020;13;418801,74;418801,74;;;6,0742E+15;6,0742E+15;;;;
TFM/035/2019/SMDHC/FUMCAD;CIAM: Centro Israelita de Apoio Multidisciplinar;Serviços de Apoio Multiprofissional na Convivência e Fortalecimento de Vínculos de 4 a 6 Anos;Fomento;;6,16833E+13;01/09/2019;30/08/2020;12;230234,4;230234,4;;;6,0742E+15;6,0742E+15;;;;
TFM/036/2019/SMDHC/FUMCAD;TUCCA - Associação para Crianças e Adolescentes com Câncer;Cuidado de Excelência no Final da Vida;Fomento;;3,09266E+12;01/09/2019;30/08/2020;12;421696,32;421333,76;;;6,0742E+15;6,0742E+15;;;;
TFM/038/2019/SMDHC/FUMCAD;Instituto Sou da Paz;Na Medida: Fortalecendo Equipes Técnicas dos SMSE-MA;Fomento;;3,48357E+12;01/09/2019;30/08/2020;12;542843,1;542843,1;;;6,0742E+15;6,0742E+15;;;;
TFM/015/2019/SMDHC/FUMCAD;Associação Hurra!;Rugby na Fundação Casa;Fomento;;1,06962E+13;01/06/2019;30/09/2020;16;556449,57;556449,57;;;6,0742E+15;6,0742E+15;;;;
TFM/039/2019/SMDHC/FUMCAD;Associação Cultural e Comunitária Sorriso do Futuro;Criança do Futuro;Fomento;;8,92682E+12;01/10/2019;29/09/2020;12;262342,98;262342,98;;;6,0742E+15;6,0742E+15;;;;
TFM/040/2019/SMDHC/FUMCAD;ACAAV: Associação Casa de Apoio Amigos da Vida;Dançando com Arte;Fomento;;1,37825E+12;01/10/2019;29/09/2020;12;400200;262342,98;;;6,0742E+15;6,0742E+15;;;;
TFM/046/2019/SMDHC/FUMCAD;CCL: Cáritas Campo Limpo;Ação e Arte;Fomento;;6,40331E+13;01/10/2019;29/09/2021;24;652800;652800;;;6,0742E+15;6,0742E+15;;;;
TFM/047/2019/SMDHC/FUMCAD;IOS: Instituto da Oportunidade Social;Inclusão Produtiva de Jovens e Pessoas com Deficiência na Zona Oeste e Leste;Fomento;;2,44928E+12;01/11/2019;26/11/2020;13;443751,07;443751,07;;;6,0742E+15;6,0742E+15;;;;
TFM/050/2019/SMDHC/FUMCAD;ARCO - Associação Beneficente;Centopeia;Fomento;;6,68627E+13;01/11/2019;08/04/2023;42;299503,5;272926,1;;;6,0742E+15;6,0742E+15;;;;
TFM/051/2019/SMDHC/FUMCAD;Instituto André Franco Vive;Histórias, Gibis e Fanzines;Fomento;;07122453000130 ;01/11/2019;11/01/2023;39;89964;89964;;;6,0742E+15;6,0742E+15;;;;
TFM/052/2019/SMDHC/FUMCAD;Instituto André Franco Vive;Inclusão Social pela Dança;Fomento;;07122453000130 ;01/11/2019;11/01/2023;39;111960;111960;;;6,0742E+15;6,0742E+15;;;;
TFM/053/2019/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Atendimento de Emergência a Crianças e Adolescentes com Diagnósticos de Câncer por Profissionais Qualificados em Atendimento de Emergência em Oncologia Pediátrica no Hospital do GRAACC ;Fomento;;6,71857E+13;01/11/2019;30/10/2021;24;2452236,61;2452236,61;;;6,0742E+15;6,0742E+15;;;;
TFM/054/2019/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Atendimento Médico de Crianças e Adolescentes com Câncer por Profissionais Qualificados em Oncologia Pediátrica no Hospital do GRAACC;Fomento;;6,71857E+13;01/11/2019;30/10/2021;24;4554905,72;4554905,72;;;6,0742E+15;6,0742E+15;;;;
TFM/056/2019/SMDHC/FUMCAD;IOS: Instituto da Oportunidade Social;Capacitação Profissional na Zona Sul;Fomento;;2,44928E+12;01/12/2019;29/11/2020;12;414114,47;414114,47;;;6,0742E+15;6,0742E+15;;;;
TFM/057/2019/SMDHC/FUMCAD;Instituto Techmail de Formação e Capacitação de Pessoal;Programa de Iniciação ao Trabalho com Ênfase em Administração e Seguros;Fomento;;1,41575E+13;01/12/2019;01/05/2021;17;922231,4;749214,32;;;6,0742E+15;6,0742E+15;;;;
TFM/059/2019/SMDHC/FUMCAD;CENOP: Centro de Educação e Promoção Popular da Vila Nitro Operária;Ciranda Cidadã;Fomento;;5,42822E+13;01/12/2019;29/11/2021;24;1659939;1659939;;;6,0742E+15;6,0742E+15;;;;
TFM/060/2019/SMDHC/FUMCAD;CIP: Congregação Israelita Paulista;Conhecer, Conviver e Ser;Fomento;;6,07661E+13;01/12/2019;31/01/2021;14;406812,53;406812,53;;;6,0742E+15;6,0742E+15;;;;
TFM/069/2019/SMDHC/FUMCAD;Instituto Barrichello;Esporte, União, Respeito e Comunicação (E.U.R.E.C.A.);Fomento;;7,6724E+12;03/02/2020;01/02/2021;12;432952,52;398558,62;;;6,0742E+15;6,0742E+15;;;;
TFM/070/2019/SMDHC/FUMCAD;Instituto Patrícia Medrado;Pintando o Esporte ;Fomento;;2,85902E+12;01/01/2020;31/12/2021;24;1026963,32;796862,32;;;6,0742E+15;6,0742E+15;;;;
TFM/071/2019/SMDHC/FUMCAD;AMAP: Associação Mãe Peregrina;Novos Rumos: Conhecendo o Fantástico Mundo da Leitura;Fomento;;4,65834E+12;01/01/2020;30/12/2020;12;46000;46000;;;6,0742E+15;6,0742E+15;;;;
TFM/076/2019/SMDHC/FUMCAD;ASSAF: Associação São Sabas de Filantropia;Infância sem Violência;Fomento;;5,50505E+13;01/01/2020;15/05/2023;41;666800;666800;;;6,0742E+15;6,0742E+15;;;;
TFM/077/2019/SMDHC/FUMCAD;Associação Beneficente Santa Fé;Construindo Pontes;Fomento;;7,17296E+13;02/12/2019;02/05/2021;17;1195203,65;1195203,65;;;6,0742E+15;6,0742E+15;;;;
TFM/075/2019/SMDHC/FUMCAD;CCLP: Centro para Crianças e Adolescentes Ludovico Pavoni;Grão;Fomento;;3,60085E+12;01/01/2020;30/12/2020;12;575475,48;575475,48;;;6,0742E+15;6,0742E+15;;;;
TFM/009/2020/SMDHC/FUMCAD;Criança Segura - Safe Kids Brasil;Primeira Infancia Livre de Acidentes - Prevenção para Familiares e Responsáveis;Fomento;;4,94144E+12;01/06/2020;31/05/2021;12;243120;243120;;;6,0742E+15;6,0742E+15;;;;
TFM/013/2020/SMDHC/FUMCAD;Instituto Sorrir para Vida;Direito de Sorrir;Fomento;;9,66539E+12;03/08/2020;02/08/2021;12;483666,08;483866,08;;;6,0742E+15;6,0742E+15;;;;
TCV/001/2020/SME-SMDHC/FUMCAD;SME: Secretaria Municipal de Educação;Nossa Creche II - Democratizando o Acesso a Educação Infantil de Qualidade ;Convênio - Passivo;;4,63921E+13;12/08/2020;08/11/2028;100;56711522;29013614,66;;;6,0742E+15;6,0742E+15;;;;
TFM/003/2020/SMDHC/FUMCAD;AACD: Associação de Assistência à Criança Deficiente;Suporte Intrahospitalar multiprofissional complementar para o atendimento à criança com deficiência física;Fomento;;6,09795E+13;15/08/2020;14/08/2022;24;1689198,55;1689198,55;;;6,0742E+15;6,0742E+15;;;;
TFM/020/2020/SMDHC/FUMCAD;IDEDC: Instituto Desportivo Educacional Drible Certo;Proud: desenvolvendo potencialidades humanas medidas pelo Basquetebol;Fomento;;1,3875E+13;01/12/2020;30/11/2022;24;818213,1;818213,1;;;6,0742E+15;6,0742E+15;;;;
TFM/011/2020/SMDHC/FUMCAD;OSUC: Obras Sociais Universitárias e Culturais;Informática e cidadania - Qualificação Profissional Técnica em Informática;Fomento;;6,04284E+13;01/01/2021;31/12/2021;12;156837,68;156837,68;;;6,0742E+15;6,0742E+15;;;;
TFM/012/2020/SMDHC/FUMCAD;OSUC: Obras Sociais Universitárias e Culturais;Tecnologia Inclusiva - Qualificação profissional em curso técnico de Redes de Computadores;Fomento;;6,04284E+13;01/01/2021;31/12/2021;12;149474,05;149474,05;;;6,0742E+15;6,0742E+15;;;;
TFM/019/2020/SMDHC/FUMCAD;Instituto Reciclar / Instituto de Reciclagem do Adolescente;AlimentArte;Fomento;;7,50121E+11;05/03/2021;03/05/2023;26;970700,4;970680,4;;;6,0742E+15;6,0742E+15;;;;
TFM/010/2020/SMDHC/FUMCAD;Associação Fazendo História;Trabalhando a Autonomia de Adolescentes;Fomento;;7,32504E+12;15/03/2021;14/03/2023;24;592899;592899;;;6,0742E+15;6,0742E+15;;;;
TFM/022/2020/SMDHC/FUMCAD;Associação Fazendo História;Formação Profissional Para Serviços de Acolhimento;Fomento;;7,32504E+12;15/03/2021;14/03/2023;24;493231,5;492931,5;;;6,0742E+15;6,0742E+15;;;;
TFM/002/2020/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Karate e Taekwondo - CAMINHOS PARA A INCLUSÃO IV;Fomento;;8,74568E+12;05/04/2021;04/04/2022;12;711029;711029;;;6,0742E+15;6,0742E+15;;;;
TFM/008/2020/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Inclusão - A Beleza das Cores;Fomento;;8,74568E+12;05/04/2021;04/04/2022;12;466546;466546;;;6,0742E+15;6,0742E+15;;;;
TFM/045/2020/SMDHC/FUMCAD;Instituto Ser Mais;Jovens Talentos;Fomento;;8,69887E+12;05/04/2021;04/04/2022;12;1001238,18;1001238,18;;;6,0742E+15;6,0742E+15;;;;
TFM/031/2020/SMDHC/FUMCAD;Instituto C - Criança, Cuidado, Cidadão;Atendimento multidisciplinar à crianças na primeira infância e suas família;Fomento;;1,46449E+13;01/05/2021;30/04/2023;24;1477772,75;1488941,44;;;6,0742E+15;6,0742E+15;;;;
TFM/033/2020/SMDHC/FUMCAD;AFESU: Associação Feminina de Estudos Sociais e Universitário;Gestão e Tecnologia;Fomento;;6,04286E+13;01/05/2021;30/04/2022;12;113572,33;113572,33;;;6,0742E+15;6,0742E+15;;;;
TFM/037/2020/SMDHC/FUMCAD;AFESU: Associação Feminina de Estudos Sociais e Universitário;Iniciação Profissional em Gastronomia;Fomento;;6,04286E+13;01/05/2021;30/04/2022;12;136176,32;136176,32;;;6,0742E+15;6,0742E+15;;;;
TFM/006/2020/SMDHC/FUMCAD;Ágape Philos: Instituto de Apoio ao Crescimento e Desenvolvimento Infantojuvenil;Florescer;Fomento;;1,08375E+13;03/05/2021;02/05/2022;12;981912,4;981912,4;;;6,0742E+15;6,0742E+15;;;;
TFM/040/2020/SMDHC/FUMCAD;Fundação Julita;Ações Multisetoriais para o desenvolvimento integral;Fomento;;6,28058E+13;03/05/2021;02/05/2023;24;2534997,37;2534997,37;;;6,0742E+15;6,0742E+15;;;;
TFM/051/2020/SMDHC/FUMCAD;AACD: Associação de Assistência à Criança Deficiente;Terapias diferenciadas em reabilitação;Fomento;;6,09795E+13;01/07/2021;30/06/2023;24;1305069,48;1305069,48;;;6,0742E+15;6,0742E+15;;;;
TFM/047/2020/SMDHC/FUMCAD;Fundação Julita;Saúde Integral para a qualidade de vida e o Convívio Social;Fomento;;6,28058E+13;01/08/2021;31/07/2023;24;609509,87;609509,87;;;6,0742E+15;6,0742E+15;;;;
TFM/046/2020/SMDHC/FUMCAD;Associação de Trabalho Educacional, Esportivo, Recreativo e Cultural;Vem Ser Feliz;Fomento;;1,11095E+13;14/02/2022;14/02/2022;1;483018,09;0;;;6,0742E+15;-;;;;
TFM/024/2020/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Tocando a Vida;Fomento;;6,09787E+13;01/08/2021;31/07/2022;12;284671,96;284671,96;;;6,0742E+15;6,0742E+15;;;;
TFM/026/2020/SMDHC/FUMCAD;Instituto Blandina Meirelles - Centro Comunitário e Creche Sinhazinha Meirelles;Projeto Jovem !;Fomento;;6,23918E+13;01/10/2021;30/09/2023;24;439982,68;438382,68;;;6,0742E+15;6,0742E+15;;;;
TFM/027/2020/SMDHC/FUMCAD;Instituto de Ballet Shirlei Benevides;Quem Dança Desperta a Criança;Fomento;;7,28961E+12;19/01/2022;20/01/2022;1;791508;0;;;6,0742E+15;-;;;;
TFM/028/2020/SMDHC/FUMCAD;Instituto Blandina Meirelles - Centro Comunitário e Creche Sinhazinha Meirelles;Brincar com Arte;Fomento;;6,23918E+13;01/10/2021;30/09/2022;12;222088;221100,19;;;6,0742E+15;6,0742E+15;;;;
TFM/043/2020/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;CAPACITAR PARA INCLUIR;Fomento;;6,05071E+13;01/10/2021;31/12/2022;15;1007758,41;1007758,41;;;6,0742E+15;6,0742E+15;;;;
TFM/060/2020/SMDHC/FUMCAD;Casa Jesus, Amor e Caridade / Larzinho;Programa Educação para o Trabalho - Jovem Empreendedor;Fomento;;6,86149E+11;01/10/2021;30/09/2023;24;143304;143304;;;6,0742E+15;6,0742E+15;;;;
TFM/061/2020/SMDHC/FUMCAD;Ação Comunitária do Brasil – São Paulo / Vocação;Ativando as Redes - Desenvolvimento Integral nas Subprefeituras de Campo Limpo e M'Boi Mirim;Fomento;;6,17502E+13;01/10/2021;30/09/2022;12;1499203,35;1499203,35;;;6,0742E+15;6,0742E+15;;;;
TFM/044/2020/SMDHC/FUMCAD;FIC: Fraternidade Irmã Clara;Necessidade Nutricional no PC;Fomento;;5,08625E+13;04/11/2021;16/10/2023;24;470585,6;470585,6;;;6,0742E+15;6,0742E+15;;;;
TFM/056/2020/SMDHC/FUMCAD;AAPQ: Associação de Apoio ao Projeto Quixote;Projeto Quixote empreendendo o futuro;Fomento;;4,25069E+12;01/07/2021;30/06/2022;12;968653,44;968653,44;;;6,0742E+15;6,0742E+15;;;;
TFM/005/2020/SMDHC/FUMCAD;Associação Vida Jovem;Construindo Saberes;Fomento;;5,70624E+13;01/03/2022;01/05/2023;14;760292,15;760292,15;;;6,0742E+15;6,0742E+15;;;;
TFM/004/2021/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Garantia do Atendimento no Serviço de Radioterapia Pediátrico do Hospital do GRAACC;Fomento;;6,71857E+13;01/04/2021;31/03/2023;24;2377696;2377696;;;6,0742E+15;6,0742E+15;;;;
TFM/002/2021/SMDHC/FUMCAD;Associação Casa da Família;Apoio Nutricional às Crianças e Adolescentes com Câncer;Fomento;;8,60875E+12;12/04/2021;11/06/2022;14;488720,06;488720,06;;;6,0742E+15;6,0742E+15;;;;
TFM/011/2021/SMDHC/FUMCAD;AMHD: Associação Maria Helen Drexel;Desacolhimento e Autonomia;Fomento;;4,40062E+13;01/05/2021;30/04/2023;24;336144;336144;;;6,0742E+15;6,0742E+15;;;;
TFM/006/2021/SMDHC/FUMCAD;Associação Cruz Verde;Aplicação de Bandagem Funcional Elástica em Face, Tronco, MMSS e MMII em Crianças com Paralisia Cerebral Grave  ;Fomento;;6,07628E+13;01/06/2021;30/05/2022;12;116273,75;107986,76;;;6,0742E+15;6,0742E+15;;;;
TFM/005/2021/SMDHC/FUMCAD;"CEDECA: Centro de Defesa dos Direitos Humanos da Criança e Adolescente ""Ermínia Circosta""";Asas para Voar;Fomento;;1,87009E+13;07/06/2021;06/06/2022;12;535200;535200;;;6,0742E+15;6,0742E+15;;;;
TFM/013/2021/SMDHC/FUMCAD;TUCCA - Associação para Crianças e Adolescentes com Câncer;Cuidado e Atenção Enquanto Houver Vida;Fomento;;3,09266E+12;01/07/2021;30/06/2022;12;629388;662755;;;6,0742E+15;6,0742E+15;;;;
